name,discipline,games
Wrestling at the 1996 Summer Olympics - Men's Freestyle Bantamweight,Men's Freestyle Wrestling; Bantamweight 52-57 kg,1996 Summer Olympics
Shooting at the 1992 Summer Olympics - Trap,Olympic trap,1992 Summer Olympics
Athletics at the 2004 Summer Olympics - Men's 200 metres,Men's Athletics; 200m,2004 Summer Olympics
Athletics at the 1924 Summer Olympics - Men's 5000 metres,Men's Athletics; 5000m,1924 Summer Olympics
Canoeing at the 1984 Summer Olympics - Men's C-1 500 metres,Men's C-1 500m (canoe single),1984 Summer Olympics
Wrestling at the 1992 Summer Olympics - Men's freestyle Light Heavyweight,Men's freestyle wrestling; light heavyweight 90kg,1992 Summer Olympics
Athletics at the 2004 Summer Olympics - Women's 400 metres Hurdles,Women's Athletics; 400m hurdles,2004 Summer Olympics
Weightlifting at the 1928 Summer Olympics - Men's Light Heavyweight 75-82.5 kg,Men's Weightlifting; Light Heavyweight 75-82.5kg,1928 Summer Olympics
Alpine skiing at the 1948 Winter Olympics - Women's downhill,Women's Downhill,1948 Winter Olympics
Wrestling at the 1996 Summer Olympics - Men's Greco-Roman Light Heavyweight,Men's Greco-Roman Wrestling; Light Heavyweight  82-90 kg,1996 Summer Olympics
Freestyle skiing at the 2002 Winter Olympics – Women's moguls,Women's Moguls,2002 Winter Olympics
Table tennis at the 2004 Summer Olympics - Women's doubles,,2004 Summer Olympics
Shooting at the 2008 Summer Olympics - Women's 25 metre pistol,Women's 25m pistol,2008 Summer Olympics
Badminton at the 2008 Summer Olympics - Women's doubles,Badminton - Women's doubles,2008 Summer Olympics
Swimming at the 2008 Summer Olympics - Men's 50 metre freestyle,Men's 50m freestyle,2008 Summer Olympics
Athletics at the 2004 Summer Olympics - Men's 110 metre hurdles,Men's Athletics; 110m hurdles,2004 Summer Olympics
Canoeing at the 2008 Summer Olympics - Men's C-1 1000 metres,Men's C-1 1000m (canoe single),2008 Summer Olympics
Wrestling at the 1984 Summer Olympics - Men's Freestyle Light heavyweight,Men's freestyle wrestling; light heavyweight 90kg,1984 Summer Olympics
Archery at the 1996 Summer Olympics - Women's team,,1996 Summer Olympics
Wrestling at the 1980 Summer Olympics - Men's freestyle Light Heavyweight,Men's freestyle wrestling; light heavyweight 90kg,1980 Summer Olympics
Rowing at the 2008 Summer Olympics - Men's eight,Men's Eight with coxswain,2008 Summer Olympics
Wrestling at the 1984 Summer Olympics - Men's Greco-Roman Lightweight,Men's Greco-Roman Wrestling; Lightweight 62-68 kg,1984 Summer Olympics
Wrestling at the 2008 Summer Olympics - Men's freestyle Super Heavyweight,Men's Freestyle Wrestling; Super Heavyweight 96-120 kg,2008 Summer Olympics
Wrestling at the 1976 Summer Olympics - Men's freestyle Lightweight,Men's Freestyle; Lightweight 62-68kg,1976 Summer Olympics
Rowing at the 2004 Summer Olympics - Men's Lwt Coxless Four,,2004 Summer Olympics
Swimming at the 2008 Summer Olympics - Women's 800 metre freestyle,Women's 800m freestyle,2008 Summer Olympics
Shooting at the 1992 Summer Olympics - Men's 50 metre rifle; three positions,Men's 50m rifle 3 positions,1992 Summer Olympics
Shooting at the 1920 Summer Olympics - Men's 600 metre military rifle; prone,600m military rifle,1920 Summer Olympics
Rowing at the 2008 Summer Olympics - Women's eight,Women's Eight with coxswain,2008 Summer Olympics
Speed Skating at the 1924 Winter Olympics - Men's 5000m,Speed skating - Men's 5000m,1924 Winter Olympics
Athletics at the 2008 Summer Olympics - Women's heptathlon,Women's Heptathlon,2008 Summer Olympics
Sailing at the 2008 Summer Olympics - 49er class,49er - Skiff,2008 Summer Olympics
Wrestling at the 2004 Summer Olympics - Women's Freestyle Heavyweight,Women's Freestyle Wrestling; Heavyweight 63 - 72kg,2004 Summer Olympics
Athletics at the 2008 Summer Olympics - Men's 1500 metres,Men's Athletics; 1500m,2008 Summer Olympics
Canoeing at the 1984 Summer Olympics - Men's C-2 1000 metres,,
Weightlifting at the 1996 Summer Olympics - Men's 54-59 kg,Men's Weightlifting; Bantamweight 54-59 kg,1996 Summer Olympics
Cross-Country Skiing at the 1936 Winter Olympics - Men's 18 km,Men's Cross-Country; 18km,1936 Winter Olympics
Equestrian at the 2008 Summer Olympics - Jumping; Individual,Jumping; individual,2008 Summer Olympics
Wrestling at the 1996 Summer Olympics - Men's Greco-Roman Welterweight,Men's Greco-Roman Wrestling; Welterweight 68-74kg,1996 Summer Olympics
Volleyball at the 1988 Summer Olympics - Women's volleyball,Women's Volleyball,1988 Summer Olympics
Athletics at the 2008 Summer Olympics - Women's DiscusThrow,Women's Discus throw,2008 Summer Olympics
Athletics at the 1964 Summer Olympics - Men's pole vault,Men's Pole vault,1964 Summer Olympics
Swimming at the 1972 Summer Olympics - Women's 800 metre freestyle,Women's 800m freestyle,1972 Summer Olympics
Swimming at the 1972 Summer Olympics - Men's 100 metre breaststroke,Men's 100m breaststroke,1972 Summer Olympics
Gymnastics at the 1960 Summer Olympics – Men's rings,Men's Rings,1960 Summer Olympics
Cross-country skiing at the 2010 Winter Olympics – Men's team sprint,Men's Team Sprint,2010 Winter Olympics
Swimming at the 1968 Summer Olympics - Women's 200 metre breaststroke,Women's 200m breaststroke,1968 Summer Olympics
Weightlifting at the 2000 Summer Olympics – Men's 77 kg,,
Shooting at the 1984 Summer Olympics - Men's 50 metre rifle; three positions,Men's 50m rifle 3 positions,1984 Summer Olympics
Gymnastics at the 2000 Summer Olympics – Women's artistic team all-around,,
Gymnastics at the 1984 Summer Olympics - Men's Floor Exercises,Men's Floor exercises,1984 Summer Olympics
Archery at the 1984 Summer Oympics - Women's Individual,Women's Archery; individual,1984 Summer Olympics
Rowing at the 2000 Summer Olympics - Women's Single Sculls,Women's Single Sculls,2000 Summer Olympics
Archery at the 2012 Summer Olympics – Women's team,Women's Archery; team,2012 Summer Olympics
Gymnastics at the 2012 Summer Olympics – Women's uneven bars,Women's Uneven bars,2012 Summer Olympics
Equestrian at the 2012 Summer Olympics - Team eventing,Team Eventing,2012 Summer Olympics
Table Tennis at the 2012 Summer Olympics- Men's Team,Men's Table tennis; team,2012 Summer Olympics
Taekwondo at the 2012 Summer Olympics – Men's 68 kg,Men's Taekwondo; Lightweight 58 - 68 kg,2012 Summer Olympics
Canoeing at the 2012 Summer Olympics – Men's slalom K-1,Men's K-1 (kayak single),2012 Summer Olympics
Judo at the 2012 Summer Olympics – Men's 60 kg,Men's Judo; - 60 kg Men (extra lightweight),2012 Summer Olympics
Wrestling at the 2012 Summer Olympics – Men's Greco-Roman 74 kg,Men's Greco-Roman Wrestling; Welterweight 66 - 74kg,2012 Summer Olympics
Speed skating at the 1998 Winter Olympics - Women's 500m,Women's 500 m,1998 Winter Olympics
Gymnastics at the 1932 Summer Olympics - Men's team,,
Canoeing at the 2000 Summer Olympics - Men's C-2 500 metres,,
Bobsleigh at the 2002 winter Olympics - Four Man Bobsleigh,Four-Man Bobsleigh,2002 Winter Olympics
Cycling at the 1948 Summer Olympics - Men's team time trial,,
Swimming at the 1932 Summer Olympics - Women's 100 metre freestyle,Women's 100m freestyle,1932 Summer Olympics
Wrestling at the 1968 Summer Olympics - Men's Greco-Roman Bantamweight,Men's Greco-Roman Wrestling; Bantamweight 52-57kg,1968 Summer Olympics
Canoeing at the 1992 Summer Olympics - Men's C-1 1000 metres,Men's C-1 1000m (canoe single),1992 Summer Olympics
Weightlifting at the 1932 Summer Olympics - Men's Featherweight 60 kg,Men's Weightlifting; featherweight -60,1932 Summer Olympics
Athletics at the 2012 Summer Olympics – Men's 1500 metres,Men's Athletics; 1500m,2012 Summer Olympics
Fencing at the 2012 Summer Olympics - Women's Foil; Individual,Women's Foil individual,2012 Summer Olympics
Snowboarding at the 1998 Winter Olympics - Men's Halfpipe,Men's Halfpipe,1998 Winter Olympics
Swimming at the 2008 Summer Olympics - Men's 1500 metre freestyle,Men's 1500m freestyle,2008 Summer Olympics
Boxing at the 1936 Summer Olympics - Men's heavyweight,Men's Boxing; Heavyweight +79.4kg,1936 Summer Olympics
Canoeing at the 1980 Summer Olympics - Men's C-2 1000 metres,,
Wrestling at the 2008 Summer Olympics - Men's Freestyle Featherweight,Men's Freestyle Wrestling; Featherweight 55 - 60 kg,2008 Summer Olympics
Tennis at the 2008 Summer Olympics - Men's Singles,Men's Tennis; singles,2008 Summer Olympics
Shooting at the 1920 Summer Olympics - Men's team free rifle,,1920 Summer Olympics
Rowing at the 2008 Summer Olympics - Men's lightweight double sculls,Men's Lightweight double sculls,2008 Summer Olympics
Judo at the 2008 Summer Olympics – Women's 52 kg,Women's Judo; 48 - 52kg (half-lightweight),2008 Summer Olympics
Wrestling at the 1996 Summer Olympics - Men's Freestyle Light Heavyweight,Men's freestyle wrestling; light heavyweight 90kg,1996 Summer Olympics
Fencing at the 1980 Summer Olympics - Women's Foil; Individual,Women's Foil individual,1980 Summer Olympics
Wrestling at the 1924 Summer Olympics - Men's Greco-Roman Light Heavyweight,Men's Greco-Roman Wrestling; Light Heavyweight 75-82.5kg,1924 Summer Olympics
Cross Country Skiing at the 1972 Winter Olympics -Women's 10km,Women's 10 km,1972 Winter Olympics
Shooting at the 2004 Summer Olympics - Women's Double Trap,Women's Double Trap,2004 Summer Olympics
Weightlifting at the 1948 Summer Olympics - Men's Middleweight 67.5-75 kg,Men's Weightlifting; Middleweight 67.5-75kg,1948 Summer Olympics
Alpine Skiing at the 1964 Winter Olympics - Women's Slalom,Women's Slalom,1964 Summer Olympics
Cross Country Skiing at the 1998 Winter Olympics - Women's 5km,Women's 5km,1998 Winter Olympics
Athletics at the 1968 Summer Olympics - Men's 5000 metres,Men's Athletics; 5000m,1968 Summer Olympics
Boxing at the 1952 Summer Olympics - Flyweight,Men's Boxing; Flyweight - 51,1952 Summer Olympics
Boxing at the 1952 Summer Olympics - Light Middleweight,Men's boxing; Light Middleweight 67-71kg,1952 Summer Olympics
Weightlifting at the 1976 Summer Olympics - Men's Featherweight 56-60 kg,Men's Weightlifting; Featherweight 56-60kg,1976 Summer Olympics
Athletics at the 1976 Summer Olympics - Men's Pole Vault,Men's Pole vault,1976 Summer Olympics
Athletics at the 1952 Summer Olympics – Men's 110 metres hurdles,Men's Athletics; 110m hurdles,1952 Summer Olympics
Cross-country skiing at the 2002 Winter Olympics – Men's 4 x 10 kilometre relay,,
Sailing at the 2004 Summer Olympics - Men's sailboard,Men's Sailboard,2004 Summer Olympics
Athletics at the 1960 Summer Olympics – Men's 5000 metres,Men's Athletics; 5000m,1960 Summer Olympics
Wrestling at the 1908 Summer Olympics - Men's freestyle middleweight,Men's Freestyle Wrestling;  Middleweight 66.6-73kg,1908 Summer Olympics
Swimming at the 1992 Summer Olympics - Men's 200 metre backstroke,Men's 200m backstroke,1992 Summer Olympics
Wrestling at the 1976 Summer Olympics - Men's Greco-Roman Lightweight,Men's Greco-Roman Wrestling; Lightweight 62-68 kg,1976 Summer Olympics
Weightlifting at the 1996 Summer Olympics - Men's Middle Heavyweight 83-91 kg,Men's Weightlifting; Middle Heavyweight 83-91 kg,1996 Summer Olympics
Swimming at the 2008 Summer Olympics - Men's 100 metre freestyle,Men's 100m freestyle,2008 Summer Olympics
Gymnastics at the 1924 Summer Olympics – Men's team,,
Swimming at the 1924 Summer Olympics - Women's 100 metre freestyle,Women's 100m freestyle,1924 Summer Olympics
Weightlifting at the 2008 Summer Olympics - Women's 69 kg,Women's Weightlifting; 69kg,2008 Summer Olympics
Judo at the 2000 Summer Olympics - Women's 70 kg,Women's Judo; 63-70kg (Middleweight),2000 Summer Olympics
Field hockey at the 2008 Summer Olympics – Men's tournament,,
Wrestling at the 2004 Summer Olympics - Men's Freestyle Lightweight,Men's Freestyle Wrestling; Lightweight 60-66 kg,2004 Summer Olympics
Canoeing at the 1996 Summer Olympics - Men's slalom C-2,,
Boxing at the 2004 Summer Olympics - Heavyweight,Men's Boxing; Heavyweight 81 - 91kg,2004 Summer Olympics
Athletics at the 1932 Summer Olympics – Men's 100 metres,Men's Athletics; 100m,1932 Summer Olympics
Alpine skiing at the 2002 Winter Olympics – Women's combined,Women's Combined,2002 Winter Olympics
Sailing at the 1900 Summer Olympics - 10 to 20 ton,,1900 Summer Olympics
Swimming at the 1976 Summer Olympics - Women's 4 x 100 metre medley relay,Women's 4x100m medley relay,1976 Summer Olympics
Alpine Skiing at the 2006 Winter Olympics - Men's Downhill,Men's Downhill,2006 Winter Olympics
Athletics at the 2004 Summer Olympics - Men's Triple Jump,Men's Triple jump,2004 Summer Olympics
Wrestling at the 1980 Summer Olympics - Men's freestyle Super Heavyweight,Men's Wrestling; Freestyle Super Heavyweight + 100kg,1980 Summer Olympics
Speed Skating at the 1928 Winter Olympics - Men's 10000m,Men's 10000m,1928 Winter Olympics
Wrestling at the 2004 Summer Olympics - Men's Freestyle Welterweight,Men's Freestyle Wrestling; Welterweight 66-74kg,2004 Summer Olympics
Wrestling at the 1980 Summer Olympics - Men's Greco-Roman 52 kg,Men's Greco-Roman Wrestling; Flyweight 48-52 kg,1980 Summer Olympics
Gymnastics at the 2008 Summer Olympics - Women's Balance Beam,Women's Balance Beam,2008 Summer Olympics
Biathlon at the 1998 Winter Olympics,,
Archery at the 2000 Summer Olympics - Women's individual,Women's Archery; individual,2000 Summer Olympics
Canoeing at the 1992 Summer Olympics - Men's K-4 1000 metres,,
Weightlifting at the 1952 Summer Olympics - Men's Heavyweight +90 kg,Men's Weightlifting; Heavyweight +90,1952 Summer Olympics
Nordic Combined at the 1948 Winter Olympics - Individual,Men's Nordic Combined; Individual,1948 Winter Olympics
Cross Country Skiing at the 1992 Winter Olympics -Women's 10km pursuit,Women's 10km Pursuit,1992 Winter Olympics
Cross-Country Skiing at the 2002 Winter Olympics - 20km  Pursuit (10km + 10km),Men's 20km Pursuit (10km + 10km),2002 Winter Olympics
Short Track Speed Skating at the 1994 Winter Olympics - Women's 1000m,Women's 1000m,1994 Winter Olympics
Speed Skating at the 1992 Winter Olympics - Men's 500m,Men's 500m,1992 Winter Olympics
Shooting at the 2004 Summer Olympics - Women's 10 metre Air Pistol,Women's 10m air pistol,2004 Summer Olympics
Boxing at the 1948 Summer Olympics - Light Heavyweight,Men's Boxing; Light Heavyweight 73-80kg,1948 Summer Olympics
Gymnastics at the 1980 Summer Olympics – Men's Floor Exercises,Men's Floor exercises,1980 Summer Olympics
Judo at the 1976 Summer Olympics - Men's Half Middleweight (70kg),Men's Judo; Half Middleweight 63-70kg,1976 Summer Olympics
Fencing at the 1956 Summer Olympics - Women's Foil; Individual,Women's Foil individual,1956 Summer Olympics
Tennis at the 2000 Summer Olympics - Women's Singles,Women's Tennis; singles,2000 Summer Olympics
Athletics at the 1968 Summer Olympics - Men's 1500 metres,Men's Athletics; 1500m,1968 Summer Olympics
Cross Country Skiing at the 1992 Winter Olympics - Men's 10km,Men's Cross Country; 10km,1992 Winter Olympics
Fencing at the 1924 Summer Olympics – Men's team foil,,
Gymnastics at the 1952 Summer Olympics - Men's pommel horse,Men's Pommel horse,1952 Summer Olympics
Rowing at the 1956 Summer Olympics - Men's Single Sculls,Men's Single sculls,1956 Summer Olympics
Fencing at the 1980 Summer Olympics - Men's Épée; Individual,Men's Épée individual,1980 Summer Olympics
Speed Skating at the 1980 Winter Olympics - Women's 3000m,Women's 3000 m,1980 Winter Olympics
Swimming at the 2000 Summer Olympics - Men's 4x100 metre freestyle relay,Men's 4x100m freestyle relay,2000 Summer Olympics
Swimming at the 1984 Summer Olympics - Men's 1500 metre freestyle,Men's 1500m freestyle,1984 Summer Olympics
Sailing at the 1912 Summer Olympics,,
Swimming at the 1996 Summer Olympics - Men's 200 metre butterfly,Men's 200m butterfly,1996 Summer Olympics
Diving at the 1920 Summer Olympics - Men's plain high diving,Men's plain high diving,1920 Summer Olympics
Sailing at the 1992 Summer Olympics,,
Athletics at the 1956 Summer Olympics - Men's 800 metres,Men's Athletics; 800m,1956 Summer Olympics
Fencing at the 2004 Summer Olympics - Women's Foil; Individual,Women's Foil individual,2004 Summer Olympics
Shooting at the 1924 Summer Olympics - Men's 100 metre running deer; double shots,Men's 100 metre double-shot running deer,1924 Summer Olympics
